Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Rank of ZIP Code Discharges,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C)
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02576,79,"West Wareham, MA",West Wareham,MA,Plymouth County,24,44,10953,644,0.004017164,0.068322981
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02561,79,"Sagamore, MA",Sagamore,MA,Barnstable County,25,42,10953,112,0.003834566,0.375
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02345,79,"Manomet, MA",Manomet,MA,Plymouth County,26,39,10953,83,0.003560668,0.469879518
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02362,79,"Plymouth, MA",Plymouth,MA,Plymouth County,27,38,10953,65,0.003469369,0.584615385
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02324,79,"Bridgewater, MA",Bridgewater,MA,Plymouth County,28.5,37,10953,2636,0.00337807,0.014036419
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02780,79,"Taunton, MA",Taunton,MA,Bristol County,28.5,37,10953,7200,0.00337807,0.005138889
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02066,79,"Scituate, MA",Scituate,MA,Plymouth County,30.5,34,10953,1885,0.003104172,0.018037135
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02740,79,"New Bedford, MA",New Bedford,MA,Bristol County,30.5,34,10953,6740,0.003104172,0.00504451
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02559,79,"Pocasset, MA",Pocasset,MA,Barnstable County,33,32,10953,507,0.002921574,0.063116371
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02648,79,"Marstons Mills, MA",Marstons Mills,MA,Barnstable County,33,32,10953,698,0.002921574,0.045845272
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02664,79,"South Yarmouth, MA",South Yarmouth,MA,Barnstable County,33,32,10953,1508,0.002921574,0.021220159
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02558,79,"Onset, MA",Onset,MA,Plymouth County,35.5,31,10953,419,0.002830275,0.07398568
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02645,79,"Harwich, MA",Harwich,MA,Barnstable County,35.5,31,10953,1151,0.002830275,0.026933102
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02169,79,"Quincy, MA",Quincy,MA,Norfolk County,37,29,10953,7368,0.002647676,0.003935939
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02043,79,"Hingham, MA",Hingham,MA,Plymouth County,38.5,28,10953,2711,0.002556377,0.010328292
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02632,79,"Centerville, MA",Centerville,MA,Barnstable County,38.5,28,10953,1388,0.002556377,0.020172911
Beth Israel Deaconess Hospital - Plymouth,CareGroup,"Community, High Public Payer",02061,79,"Norwell, MA",Norwell,MA,Plymouth County,40,26,10953,1161,0.002373779,0.022394488
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01841,83,"Lawrence, MA",Lawrence,MA,Essex County,1,3416,12649,6576,0.270060874,0.51946472
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01843,83,"Lawrence, MA",Lawrence,MA,Essex County,2,1723,12649,3234,0.136216302,0.532776747
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01844,83,"Methuen, MA",Methuen,MA,Essex County,3,1595,12649,6162,0.126096925,0.258844531
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01845,83,"North Andover, MA",North Andover,MA,Essex County,4,1186,12649,3158,0.093762353,0.375554148
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01810,83,"Andover, MA",Andover,MA,Essex County,5,917,12649,2923,0.072495849,0.313718782
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01840,83,"Lawrence, MA",Lawrence,MA,Essex County,6,646,12649,926,0.051071231,0.69762419
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01832,83,"Haverhill, MA",Haverhill,MA,Essex County,7,627,12649,2705,0.049569136,0.231792976
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01830,83,"Haverhill, MA",Haverhill,MA,Essex County,8,620,12649,4242,0.049015732,0.146157473
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01835,83,"Haverhill, MA",Haverhill,MA,Essex County,10,292,12649,1516,0.023084829,0.192612137
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01949,83,"Middleton, MA",Middleton,MA,Essex County,12,71,12649,936,0.005613092,0.075854701
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01834,83,"Groveland, MA",Groveland,MA,Essex County,14,54,12649,726,0.004269112,0.074380165
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01826,83,"Dracut, MA",Dracut,MA,Middlesex County,15,52,12649,3523,0.004110997,0.014760148
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01852,83,"Lowell, MA",Lowell,MA,Middlesex County,16,46,12649,4670,0.003636651,0.009850107
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01913,83,"Amesbury, MA",Amesbury,MA,Essex County,18,41,12649,1950,0.003241363,0.021025641
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01876,83,"Tewksbury, MA",Tewksbury,MA,Middlesex County,19,35,12649,3802,0.002767017,0.009205681
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01850,83,"Lowell, MA",Lowell,MA,Middlesex County,22.5,27,12649,2161,0.002134556,0.012494216
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01921,83,"Boxford, MA",Boxford,MA,Essex County,22.5,27,12649,709,0.002134556,0.038081805
Lawrence General Hospital,Not Applicable,"Community, High Public Payer",01833,83,"Georgetown, MA",Georgetown,MA,Essex County,24,26,12649,811,0.002055498,0.032059186
Lowell General Hospital,Wellforce,"Community, High Public Payer",01852,85,"Lowell, MA",Lowell,MA,Middlesex County,1,3503,22044,4670,0.158909454,0.750107066
Lowell General Hospital,Wellforce,"Community, High Public Payer",01854,85,"Lowell, MA",Lowell,MA,Middlesex County,2,2703,22044,3388,0.1226184,0.797815821
Lowell General Hospital,Wellforce,"Community, High Public Payer",01851,85,"Lowell, MA",Lowell,MA,Middlesex County,3,2668,22044,3443,0.121030666,0.774905606
Lowell General Hospital,Wellforce,"Community, High Public Payer",01826,85,"Dracut, MA",Dracut,MA,Middlesex County,4,2423,22044,3523,0.109916531,0.687766108
Lowell General Hospital,Wellforce,"Community, High Public Payer",01850,85,"Lowell, MA",Lowell,MA,Middlesex County,5,1643,22044,2161,0.074532753,0.760296159
Lowell General Hospital,Wellforce,"Community, High Public Payer",01876,85,"Tewksbury, MA",Tewksbury,MA,Middlesex County,6,1579,22044,3802,0.071629468,0.415307733
Lowell General Hospital,Wellforce,"Community, High Public Payer",01824,85,"Chelmsford, MA",Chelmsford,MA,Middlesex County,7,1492,22044,2648,0.067682816,0.563444109
Lowell General Hospital,Wellforce,"Community, High Public Payer",01879,85,"Tyngsboro, MA",Tyngsboro,MA,Middlesex County,8,671,22044,1049,0.030439122,0.639656816
Lowell General Hospital,Wellforce,"Community, High Public Payer",01863,85,"North Chelmsford, MA",North Chelmsford,MA,Middlesex County,9,658,22044,1034,0.029849392,0.636363636
Lowell General Hospital,Wellforce,"Community, High Public Payer",01821,85,"Billerica, MA",Billerica,MA,Middlesex County,10,569,22044,3456,0.025812012,0.164641204
Lowell General Hospital,Wellforce,"Community, High Public Payer",01886,85,"Westford, MA",Westford,MA,Middlesex County,11,528,22044,1666,0.023952096,0.316926771
Lowell General Hospital,Wellforce,"Community, High Public Payer",01862,85,"North Billerica, MA",North Billerica,MA,Middlesex County,12,420,22044,1199,0.019052803,0.35029191
Lowell General Hospital,Wellforce,"Community, High Public Payer",01844,85,"Methuen, MA",Methuen,MA,Essex County,14,177,22044,6162,0.008029396,0.02872444
Lowell General Hospital,Wellforce,"Community, High Public Payer",01463,85,"Pepperell, MA",Pepperell,MA,Middlesex County,15,175,22044,956,0.007938668,0.183054393
Lowell General Hospital,Wellforce,"Community, High Public Payer",01810,85,"Andover, MA",Andover,MA,Essex County,18,113,22044,2923,0.005126111,0.038658912
Lowell General Hospital,Wellforce,"Community, High Public Payer",01827,85,"Dunstable, MA",Dunstable,MA,Middlesex County,20,91,22044,210,0.004128107,0.433333333
Lowell General Hospital,Wellforce,"Community, High Public Payer",01841,85,"Lawrence, MA",Lawrence,MA,Essex County,21,88,22044,6576,0.003992016,0.013381995
Lowell General Hospital,Wellforce,"Community, High Public Payer",01450,85,"Groton, MA",Groton,MA,Middlesex County,22,67,22044,810,0.003039376,0.082716049
Lowell General Hospital,Wellforce,"Community, High Public Payer",01843,85,"Lawrence, MA",Lawrence,MA,Essex County,23,66,22044,3234,0.002994012,0.020408163
Lowell General Hospital,Wellforce,"Community, High Public Payer",01887,85,"Wilmington, MA",Wilmington,MA,Middlesex County,24,62,22044,2592,0.002812557,0.023919753
Lowell General Hospital,Wellforce,"Community, High Public Payer",01460,85,"Littleton, MA",Littleton,MA,Middlesex County,25.5,60,22044,918,0.002721829,0.065359477
Lowell General Hospital,Wellforce,"Community, High Public Payer",01830,85,"Haverhill, MA",Haverhill,MA,Essex County,27,56,22044,4242,0.002540374,0.01320132
Lowell General Hospital,Wellforce,"Community, High Public Payer",01469,85,"Townsend, MA",Townsend,MA,Middlesex County,28,55,22044,646,0.00249501,0.085139319
Lowell General Hospital,Wellforce,"Community, High Public Payer",01845,85,"North Andover, MA",North Andover,MA,Essex County,29.5,54,22044,3158,0.002449646,0.01709943
Lowell General Hospital,Wellforce,"Community, High Public Payer",01853,85,"Lowell, MA",Lowell,MA,Middlesex County,29.5,54,22044,106,0.002449646,0.509433962
Lowell General Hospital,Wellforce,"Community, High Public Payer",01432,85,"Ayer, MA",Ayer,MA,Middlesex County,31,53,22044,1075,0.002404282,0.049302326
Lowell General Hospital,Wellforce,"Community, High Public Payer",01832,85,"Haverhill, MA",Haverhill,MA,Essex County,32,50,22044,2705,0.002268191,0.018484288
Lowell General Hospital,Wellforce,"Community, High Public Payer",01835,85,"Haverhill, MA",Haverhill,MA,Essex County,33,33,22044,1516,0.001497006,0.02176781
Lowell General Hospital,Wellforce,"Community, High Public Payer",01453,85,"Leominster, MA",Leominster,MA,Worcester County,38.5,27,22044,4601,0.001224823,0.00586829
Lowell General Hospital,Wellforce,"Community, High Public Payer",01420,85,"Fitchburg, MA",Fitchburg,MA,Worcester County,40,26,22044,5182,0.001179459,0.005017368
Martha's Vineyard Hospital,Partners HealthCare System,Community Hospital,02568,88,"Vineyard Haven, MA",Vineyard Haven,MA,Dukes County,1,459,1263,806,0.363420428,0.569478908
Martha's Vineyard Hospital,Partners HealthCare System,Community Hospital,02539,88,"Edgartown, MA",Edgartown,MA,Dukes County,2,286,1263,524,0.226444972,0.545801527
Martha's Vineyard Hospital,Partners HealthCare System,Community Hospital,02557,88,"Oak Bluffs, MA",Oak Bluffs,MA,Dukes County,3,220,1263,387,0.17418844,0.568475452
Martha's Vineyard Hospital,Partners HealthCare System,Community Hospital,02575,88,"West Tisbury, MA",West Tisbury,MA,Dukes County,4,111,1263,197,0.087885986,0.563451777
Martha's Vineyard Hospital,Partners HealthCare System,Community Hospital,02535,88,"Chilmark, MA",Chilmark,MA,Dukes County,5,56,1263,119,0.044338876,0.470588235
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02151,91,"Revere, MA",Revere,MA,Suffolk County,1,2292,53155,6557,0.04311918,0.349550099
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02150,91,"Chelsea, MA",Chelsea,MA,Suffolk County,2,1883,53155,4697,0.035424701,0.400894188
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02128,91,"Boston, MA",Boston,MA,Suffolk County,3,1548,53155,4007,0.029122378,0.386323933
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02149,91,"Everett, MA",Everett,MA,Middlesex County,4,1212,53155,4843,0.022801242,0.250258104
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02129,91,"Charlestown, MA",Charlestown,MA,Suffolk County,5,1061,53155,1901,0.019960493,0.558127301
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02148,91,"Malden, MA",Malden,MA,Middlesex County,6,1029,53155,6340,0.01935848,0.162302839
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02155,91,"Medford, MA",Medford,MA,Middlesex County,7,1007,53155,5871,0.018944596,0.171521036
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02152,91,"Winthrop, MA",Winthrop,MA,Suffolk County,8,926,53155,2046,0.017420751,0.45259042
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02114,91,"Boston, MA",Boston,MA,Suffolk County,9,866,53155,1296,0.016291976,0.668209877
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01902,91,"Lynn, MA",Lynn,MA,Essex County,10,819,53155,6477,0.01540777,0.126447429
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01960,91,"Peabody, MA",Peabody,MA,Essex County,11,673,53155,7599,0.012661086,0.088564285
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01906,91,"Saugus, MA",Saugus,MA,Essex County,12,592,53155,3460,0.01113724,0.171098266
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01970,91,"Salem, MA",Salem,MA,Essex County,13,490,53155,4933,0.009218324,0.099331036
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02169,91,"Quincy, MA",Quincy,MA,Norfolk County,14,476,53155,7368,0.008954943,0.064603692
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02127,91,"Boston, MA",Boston,MA,Suffolk County,15,451,53155,3350,0.00848462,0.134626866
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01880,91,"Wakefield, MA",Wakefield,MA,Middlesex County,16,421,53155,2917,0.007920233,0.144326363
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02139,91,"Cambridge, MA",Cambridge,MA,Middlesex County,17,414,53155,2416,0.007788543,0.171357616
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02145,91,"Somerville, MA",Somerville,MA,Middlesex County,18,402,53155,2093,0.007562788,0.192068801
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01905,91,"Lynn, MA",Lynn,MA,Essex County,19,393,53155,3093,0.007393472,0.127061106
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02176,91,"Melrose, MA",Melrose,MA,Middlesex County,20,383,53155,3001,0.007205343,0.127624125
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02116,91,"Boston, MA",Boston,MA,Suffolk County,21,367,53155,1710,0.006904336,0.214619883
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02118,91,"Boston, MA",Boston,MA,Suffolk County,22,366,53155,3868,0.006885523,0.094622544
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02138,91,"Cambridge, MA",Cambridge,MA,Middlesex County,23,341,53155,1960,0.006415201,0.173979592
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02180,91,"Stoneham, MA",Stoneham,MA,Middlesex County,24,334,53155,2923,0.00628351,0.114266165
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01844,91,"Methuen, MA",Methuen,MA,Essex County,25.5,325,53155,6162,0.006114194,0.052742616
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02143,91,"Somerville, MA",Somerville,MA,Middlesex County,25.5,325,53155,1766,0.006114194,0.18403171
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01945,91,"Marblehead, MA",Marblehead,MA,Essex County,27,320,53155,1810,0.00602013,0.17679558
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01801,91,"Woburn, MA",Woburn,MA,Middlesex County,28,311,53155,4980,0.005850814,0.062449799
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02124,91,"Dorchester Center, MA",Dorchester Center,MA,Suffolk County,29,309,53155,6492,0.005813188,0.047597043
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01810,91,"Andover, MA",Andover,MA,Essex County,30.5,302,53155,2923,0.005681498,0.103318508
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02474,91,"Arlington, MA",Arlington,MA,Middlesex County,30.5,302,53155,2420,0.005681498,0.124793388
